name;province
Nhà thờ phái chư tộc Quá Giáng;Thành phố Đà Nẵng
Thành Điện Hải;Thành phố Đà Nẵng
Mộ Ông Ích Khiêm;Thành phố Đà Nẵng
Cung Thể thao Tiên Sơn;Thành phố Đà Nẵng
Đình Bồ Bản;Thành phố Đà Nẵng
Đình Tuý Loan;Thành phố Đà Nẵng
Làng đá mỹ nghệ Non Nước;Thành phố Đà Nẵng
Bãi biển Nam Ô;Thành phố Đà Nẵng
Bảo tàng điêu khắc Chămpa;Thành phố Đà Nẵng
Bà Nà - Núi Chúa;Thành phố Đà Nẵng
Ngũ Hành Sơn;Thành phố Đà Nẵng
Đình Hàng Kênh;Thành phố Hải Phòng
Bãi biển Ðồ Sơn;Thành phố Hải Phòng
Chùa Tam Thai;Thành phố Đà Nẵng
Đèo Hải Vân;Thành phố Đà Nẵng
Khu bảo tồn thiên nhiên Sơn Trà;Thành phố Đà Nẵng
Lễ hội Cá Ông;Thành phố Đà Nẵng
Bảo tàng Hồ Chí Minh;Thành phố Đà Nẵng
Bến Ninh Kiều;Thành phố Cần Thơ
Thiền viện Trúc Lâm Phương Nam;Thành phố Cần Thơ
Chùa Nam Nhã;Thành phố Cần Thơ
Du lịch vườn Cần Thơ;Thành phố Cần Thơ
Đình Bình Thủy;Thành phố Cần Thơ
Chợ nổi Cái Răng;Thành phố Cần Thơ
Nhà cổ Bình Thủy;Thành phố Cần Thơ
Chùa Ông;Thành phố Cần Thơ
Bảo tàng Phụ nữ Nam Bộ;Thành phố Hồ Chí Minh
Bảo tàng Mỹ thuật Tp. Hồ Chí Minh;Thành phố Hồ Chí Minh
Bảo tàng chứng tích chiến tranh;Thành phố Hồ Chí Minh
Đền Ngọc Sơn;Thành phố Hà Nội
Lăng Đồng Khánh;Thành phố Huế
Hội quán Quảng Đông;Quảng Nam
Bãi biển Sầm Sơn;Thanh Hoá
Chùa Quán Sứ;Thành phố Hà Nội
Hồ Đa Nhim - Đèo Ngoạn Mục;Lâm Đồng
Bãi biển Cửa Tùng;Huyện Vĩnh Linh
Suối nước khoáng Mỹ An;Thành phố Huế
Khu di tích lăng Mạc Cửu;An Giang
Cầu Trường Tiền;Thành phố Huế
Vườn quốc gia Bạch Mã;Thành phố Huế
Lăng Dục Ðức;Thành phố Huế
Lăng Gia Long (Thiên Thọ Lăng);Thành phố Huế
Núi Ngự Bình;Thành phố Huế
Trung tâm văn hóa Huyền Trân;Thành phố Huế
Làng Dương Nỗ;Thành phố Huế
Làng cổ Phước Tích;Thành phố Huế
Chùa Thiên Mụ;Thành phố Huế
Cửu vị thần công;Thành phố Huế
Lăng Minh Mạng;Thành phố Huế
Ngọ Môn;Thành phố Huế
Chợ Đông Ba;Thành phố Huế
Lăng Tự Ðức (Khiêm Lăng);Thành phố Huế
Lăng Khải Định (Ứng Lăng);Thành phố Huế
Bãi biển Thuận An;Thành phố Huế
Bãi biển Lăng Cô;Thành phố Huế
Hiển Lâm Các;Thành phố Huế
Bảo tàng Mỹ thuật Cung đình Huế;Thành phố Huế
Kinh thành Huế;Thành phố Huế
Kỳ Ðài Huế;Thành phố Huế
Nhà vườn An Hiển;Thành phố Huế
Cung An Định;Thành phố Huế
Văn Miếu Huế;Thành phố Huế
Thế Miếu;Thành phố Huế
Làng nón Phú Cam;Thành phố Huế
Thái Bình Lâu;Thành phố Huế
Bãi biển Cảnh Dương;Thành phố Huế
Ðàn Nam Giao;Thành phố Huế
Nhà thờ dòng chúa Cứu Thế;Thành phố Huế
Khu nghỉ dưỡng suối nước khoáng nóng Thanh Tân;Thành phố Huế
Công viên Thiên đường Bảo Sơn;Thành phố Hà Nội
Khu du lịch và vườn Quốc gia Ba Vì;Thành phố Hà Nội
Việt phủ Thành Chương;Thành phố Hà Nội
Bảo tàng Phụ nữ Việt Nam;Thành phố Hà Nội
Thành cổ Sơn Tây;Thành phố Hà Nội
Làng mây tre đan Phú Vinh;Thành phố Hà Nội
Làng lụa Vạn Phúc;Thành phố Hà Nội
Chùa Trấn Quốc;Thành phố Hà Nội
Cầu Long Biên;Thành phố Hà Nội
Bảo tàng Mỹ thuật Việt Nam;Thành phố Hà Nội
Làng Văn hóa - Du lịch các dân tộc Việt Nam;Thành phố Hà Nội
Nhà hát lớn Hà Nội;Thành phố Hà Nội
Bảo tàng Dân tộc học Việt Nam;Thành phố Hà Nội
Chùa Một Cột;Thành phố Hà Nội
Chùa Trăm Gian;Thành phố Hà Nội
Hồ Trúc Bạch;Thành phố Hà Nội
Thành phố Hà Nội;Thành phố Hà Nội
Chùa Trầm;Thành phố Hà Nội
Làng đúc đồng Ngũ Xã;Thành phố Hà Nội
Làng rối nước Đào Thục;Thành phố Hà Nội
Khu phố cổ Hà Nội;Thành phố Hà Nội
Đình Tây Đằng;Thành phố Hà Nội
Trung tâm Hội nghị Quốc gia;Thành phố Hà Nội
Khu du lịch rừng tự nhiên Bằng Tạ;Thành phố Hà Nội
Công viên Thống Nhất;Thành phố Hà Nội
Chùa Vạn Niên;Thành phố Hà Nội
Làng nghề mỹ nghệ Sơn Đồng;Thành phố Hà Nội
Khu du lịch Đồng Mô;Thành phố Hà Nội
Quảng trường Ba Đình;Thành phố Hà Nội
Sân golf Đồng Mô;Thành phố Hà Nội
Bảo tàng Hồ Chí Minh;Thành phố Hà Nội
Hậu Lâu;Thành phố Hà Nội
Khu du lịch sinh thái Thác Đa;Thành phố Hà Nội
Lễ hội chùa Hương;Thành phố Hà Nội
Công viên nước Đầm Sen;Thành phố Hồ Chí Minh
Chùa Giác Lâm;Thành phố Hồ Chí Minh
Chùa Linh Sơn;Thành phố Hồ Chí Minh
Dinh Độc Lập;Thành phố Hồ Chí Minh
Nhà hát thành phố Hồ Chí Minh;Thành phố Hồ Chí Minh
Làng du lịch Bình Quới;Thành phố Hồ Chí Minh
Ðịa đạo Củ Chi;Thành phố Hồ Chí Minh
Chùa Vĩnh Nghiêm;Thành phố Hồ Chí Minh
Khu du lịch Suối Tiên;Thành phố Hồ Chí Minh
Nhà thờ Chợ Quán;Thành phố Hồ Chí Minh
Chùa Xá Lợi;Thành phố Hồ Chí Minh
Đền thờ Trần Hưng Đạo;Thành phố Hồ Chí Minh
Nhà thờ Thánh Phanxicô Xaviê (Nhà thờ Cha Tam);Thành phố Hồ Chí Minh
Khu du lịch Một Thoáng Việt Nam;Thành phố Hồ Chí Minh
Bát Bửu Phật Đài;Thành phố Hồ Chí Minh
Thảo Cầm Viên;Thành phố Hồ Chí Minh
Chợ Bình Tây;Thành phố Hồ Chí Minh
Phố đi bộ Nguyễn Huệ;Thành phố Hồ Chí Minh
Núi Mẫu Sơn;Lạng Sơn
Động Tam Thanh;Lạng Sơn
Thành cổ Nghị Lang;Huyện Bảo Yên
Vườn Quốc gia Hoàng Liên;Thị xã Sa Pa
Chợ phiên Bắc Hà;Huyện Bắc Hà
Núi Hàm Rồng;Thị xã Sa Pa
Làng Cát Cát ở Sa Pa;Thị xã Sa Pa
Dinh Hoàng A Tưởng (Lâu đài Hoàng Yến Chao);Huyện Bắc Hà
Thung lũng hoa Bắc Hà;Huyện Bắc Hà
Bản Dền;Thị xã Sa Pa
Động Hàm Rồng;Huyện Mường Khương
Chợ Cao Sơn;Huyện Mường Khương
Nhà thờ Đà Lạt;Lâm Đồng
Hồ Suối Vàng;Lâm Đồng
Thành phố Đà Lạt;Lâm Đồng
Thác Đatanla;Lâm Đồng
Chợ Đà Lạt;Lâm Đồng
Hồ Than Thở;Lâm Đồng
Chùa Linh Phong (Chùa sư nữ);Lâm Đồng
Vườn hoa Đà Lạt;Lâm Đồng
Thung lũng Tình yêu;Lâm Đồng
Chùa Linh Sơn;Lâm Đồng
Khu du lịch sinh thái Núi Voi;Lâm Đồng
Thác Liêng Rơwoa (Thác Voi);Lâm Đồng
Khu bảo tồn đất ngập nước Láng Sen;Tây Ninh
Cụm di tích Bình Tả;Tây Ninh
Chùa Tôn Thạnh;Tây Ninh
Sìn Hồ;Lai Châu
Chợ rừng Dào San;Lai Châu
Chùa Phổ Minh;Nam Định
Vườn quốc gia Xuân Thủy;Nam Định
Chùa Cổ Lễ;Nam Định
Nhà thờ gỗ Kon Tum;Kon Tum
Vườn quốc gia Chư Mom Ray;Kon Tum
Ngục Kon Tum;Kon Tum
Đền Cuông;Nghệ An
Vườn quốc gia Pù Mát;Nghệ An
Khu di tích lịch sử Truông Bồn;Nghệ An
Khu du lịch núi Quyết;Nghệ An
Chợ vùng biên Nậm Cắn;Nghệ An
Đền Quả Sơn;Nghệ An
Buôn Jun;Đắc Lắk
Hang Thẩm Ồm;Nghệ An
Khu du lịch sinh thái biển Bãi Lữ;Nghệ An
Thắng cảnh Thạch Động;An Giang
Nhà tù Phú Quốc;An Giang
Thắng cảnh Hà Tiên;An Giang
Vườn Quốc gia Phú Quốc;An Giang
Vườn Quốc gia U Minh Thượng;An Giang
Công viên Vinpearl Safari Phú Quốc;An Giang
Vườn Quốc gia Cúc Phương;Ninh Bình
Khu du lịch sinh thái vườn chim Thung Nham;Ninh Bình
Suối nước nóng Kênh Gà;Ninh Bình
Nhà thờ Phát Diệm;Ninh Bình
Khu bảo tồn thiên nhiên đất ngập nước Vân Long;Ninh Bình
Động Thiên Hà;Ninh Bình
Tháp Bà Ponagar;Khánh Hoà
Vịnh Vân Phong;Khánh Hoà
Vịnh Nha Trang;Khánh Hoà
Nhà thờ Đá Nha Trang;Khánh Hoà
Trung tâm Du lịch Suối khoáng nóng Tháp Bà Nha Trang;Khánh Hoà
Viện Hải Dương Học;Khánh Hoà
Khu du lịch Con Sẻ Tre;Khánh Hoà
Khu du lịch Hòn Ngọc Việt;Khánh Hoà
Khu du lịch Hồ cá Trí Nguyên;Khánh Hoà
Văn miếu Diên Khánh;Khánh Hoà
Đền thờ Trần Quý Cáp;Khánh Hoà
Thành cổ Diên Khánh;Khánh Hoà
Khu du lịch sinh thái Suối Hoa Lan;Khánh Hoà
Bán đảo Đầm Môn;Khánh Hoà
Bia Võ Cạnh;Khánh Hoà
Khu du lịch Vĩnh Hy;Ninh Thuận
Tháp Hòa Lai;Ninh Thuận
Tháp Pôrômê;Ninh Thuận
Làng du lịch Cà Ná;Ninh Thuận
Phố Hiến;Hưng Yên
Đền Chử Đồng Tử;Hưng Yên
Chùa Hiến;Hưng Yên
Đền Đậu An;Hưng Yên
Chùa Nễ Châu;Hưng Yên
Đền Mẫu;Hưng Yên
Đền Ghênh;Hưng Yên
Suối nước nóng Kim Bôi;Hoà Bình
Hang Mỏ Luông (Hang Bộ Đội);Hoà Bình
Thủy điện Hòa Bình;Hoà Bình
Bản dân tộc Mường;Hoà Bình
Động Đá Bạc;Hoà Bình
Đền Quốc mẫu Âu Cơ;Phú Thọ
Vườn quốc gia Xuân Sơn;Phú Thọ
Động Tiên Phi;Hoà Bình
Đầm Ao Châu;Phú Thọ
Núi Thắm;Phú Thọ
Khu di tích đền Hùng;Phú Thọ
Chợ nổi Phụng Hiệp;Hậu Giang
Vũng Rô;Phú Yên
Đầm Ô Loan;Phú Yên
Tháp Nhạn;Phú Yên
Bãi Môn - Mũi Đại Lãnh;Phú Yên
Địa đạo Gò Thì Thùng;Phú Yên
Khu di tích Phượng Hoàng;Hải Dương
Khu di tích danh thắng Côn Sơn;Hải Dương
Đảo Cò Chi Lăng Nam;Hải Dương
Đền thờ Chu Văn An;Hải Dương
Đền Kiếp Bạc;Hải Dương
Suối Nước Moọc;Quảng Trị
Di sản thiên nhiên thế giới Phong Nha - Kẻ Bàng;Quảng Trị
Khu mộ Đại tướng Võ Nguyên Giáp;Quảng Trị
Suối nước khoáng nóng Bang;Quảng Trị
Hang Tối;Quảng Trị
Hồ Kẻ Gỗ;Hà Tĩnh
Núi Hồng Lĩnh;Hà Tĩnh
Khu di tích thanh niên xung phong Ngã ba Đồng Lộc;Hà Tĩnh
Núi Thiên Cầm;Hà Tĩnh
Khu lưu niệm cụ Nguyễn Du;Hà Tĩnh
Đền Chiêu Trưng;Hà Tĩnh
Bãi biển Xuân Thành;Hà Tĩnh
Chùa và hồ Thiên Tượng;Hà Tĩnh
Đền Trúc - Ngũ Động Sơn;Hà Nam
Chùa Bà Đanh- Núi Ngọc;Hà Nam
Khu phố cổ Hội An;Quảng Nam
Làng nghề đúc đồng Phước Kiều;Quảng Nam
Chùa Long Đọi Sơn;Hà Nam
Làng gốm Thanh Hà;Quảng Nam
Di sản văn hóa Mỹ Sơn;Quảng Nam
Thành phố Hội An;Quảng Nam
Làng rau Trà Quế;Quảng Nam
Tháp Chiên Đàn;Quảng Nam
Chùa Phước Lâm;Quảng Nam
Sông Thu Bồn;Quảng Nam
Hòn Kẽm Đá Dừng;Quảng Nam
Cẩm Nam - Khu du lịch miệt vườn;Quảng Nam
Hồ Phú Ninh;Quảng Nam
Chùa Ông;Quảng Nam
Du lịch sinh thái Thuận Tình;Quảng Nam
Bãi biển Tam Thanh;Quảng Nam
Cột cờ Lũng Cú;Hà Giang
Hang Phương Thiện;Hà Giang
Dinh thự họ Vương;Hà Giang
Công viên địa chất Cao nguyên đá Đồng Văn;Hà Giang
Công viên Đồng Xanh;Thành phố Pleiku
Thác Xung Khoeng;Huyện Chư Prông
Vườn Quốc gia Kon Ka Kinh;
Chùa Bửu Nghiêm;Thành phố Pleiku
Thủy điện Yaly;Huyện Chư Păh
Khu di tích cụ Phó bảng Nguyễn Sinh Sắc;Thành phố Cao Lãnh
Xẻo Quýt - khu di tích lịch sử - sinh thái rừng tràm;Huyện Cao Lãnh
Mộ cổ Hàng Gòn;Đồng Nai
Chùa Bửu Phong;Đồng Nai
Khu du lịch Bửu Long - hồ Long Ẩn;Đồng Nai
Vườn quốc gia Cát Tiên;Đồng Nai
Chùa Ngọa Vân;Quảng Ninh
Bảo tàng chiến thắng Điện Biên Phủ;Điện Biên
Đồi A1;Điện Biên
Khu căn cứ quân sự Khe Sanh;Huyện Hướng Hóa
Thành cổ Quảng Trị;Thị xã Quảng Trị
Cụm di tích lịch sử Đôi bờ cầu Hiền Lương - Bến Hải;Huyện Vĩnh Linh
Thắng cảnh Đakrông;Huyện Đa Krông
Nghĩa trang liệt sĩ Trường Sơn;Huyện Gio Linh
Địa đạo Vịnh Mốc;Huyện Vĩnh Linh
Thác Gia Long;Đắc Nông
Thác Trinh Nữ;Đắc Nông
Nhà đày Buôn Ma Thuột;Đắc Lắk
Mộ vua săn bắt Voi;Đắc Lắk
Thác Ba Tầng;Đắc Nông
Vườn quốc gia Yok Đôn;Đắc Lắk
Thác Diệu Thanh;Đắc Nông
Hồ Lắk;Đắc Lắk
Chùa Khải Đoan;Đắc Lắk
Buôn Đôn;Đắc Lắk
Thác Krông Kmar;Đắc Lắk
Buôn Ako Dhong;Đắc Lắk
Khu du lịch Bình An;Sóc Trăng
Vườn cò Tân Long;Sóc Trăng
Chùa Dơi;Sóc Trăng
Chùa Đất Sét;Sóc Trăng
Bảo tàng Khmer Sóc Trăng;Sóc Trăng
Chùa Kh'leang;Sóc Trăng
Chùa Sà Lôn (chùa Chén Kiểu);Sóc Trăng
Khu di tích nhà tù và bảo tàng tỉnh Sơn La;Sơn La
Mũi Cà Mau;Cà Mau
Vườn Quốc gia Mũi Cà Mau;Cà Mau
Cao nguyên Mộc Châu;Sơn La
Vườn chim trong thành phố;Cà Mau
Toà thánh Cao Đài Tây Ninh;Huyện Hòa Thành
Chùa Quan Âm;Cà Mau
Vườn quốc gia Lò Gò - Xa Mát;Huyện Tân Biên
Bãi biển Mũi Né;Bình Thuận
Núi Bà Đen;Thành phố Tây Ninh
Trung tâm Bùn khoáng nóng Mũi Né;Bình Thuận
Chùa Núi Tà Cú;Bình Thuận
Hòn Rơm;Bình Thuận
Mũi Né;Bình Thuận
Khu du lịch sinh thái Đồi Sứ;Bình Thuận
Khu du lịch Non Nước;Bình Thuận
Chùa Keo;Thái Bình
Khu du lịch biển Đồng Châu;Thái Bình
Làng chạm bạc Đồng Xâm;Thái Bình
Đền Tiên La;Thái Bình
Đền Đồng Xâm;Thái Bình
Làng vườn Bách Thuận;Thái Bình
Khu du lịch sinh thái Bà Rá – Thác Mơ;Bình Phước
Khu du lịch Sóc Xiêm;Bình Phước
Thắng cảnh hồ Núi Cốc;Thái Nguyên
Bảo tàng Văn hoá các Dân tộc Việt Nam;Thái Nguyên
Hang Phượng Hoàng, Suối Mỏ Gà;Thái Nguyên
ATK - an toàn khu kháng chiến;Thái Nguyên
Khu du lịch Lạc Cảnh Đại Nam Văn Hiến;Bình Dương
Làng sơn mài Tương Bình Hiệp;Bình Dương
Chùa Hội Khánh;Bình Dương
Sân golf Sông Bé;Bình Dương
Chùa núi Châu Thới;Bình Dương
Vườn cây ăn trái Lái Thiêu;Bình Dương
Thành cổ Hoàng Đế;Gia Lai
Tháp Bánh Ít;Gia Lai
Bảo tàng Quang Trung;Gia Lai
Tháp Dương Long;Gia Lai
Tháp Đôi;Gia Lai
Chùa Long Khánh;Gia Lai
Ghềnh Ráng Tiên Sa;Gia Lai
Suối nước nóng Hội Vân;Gia Lai
Vườn Quốc gia Bến En;Thanh Hoá
Thành nhà Hồ;Thanh Hoá
Di tích lịch sử Lam Kinh;Thanh Hoá
Khu di tích lịch sử văn hóa Hàm Rồng;Thanh Hoá
Hòn Trống Mái;Thanh Hoá
Hang cá Cẩm Lương;Thanh Hoá
Đền Bà Triệu;Thanh Hoá
Làng cây kiểng Cái Mơn;Bến Tre
Động Từ Thức;Thanh Hoá
Chùa Tuyên Linh;Bến Tre
Mộ Nguyễn Đình Chiểu;Bến Tre
Khu di tích Đồng Khởi;Bến Tre
Sân chim Vàm Hồ;Bến Tre
Đình Bình Hòa;Bến Tre
Chùa Dâu;Huyện Thuận Thành
Chùa Phật Tích;Huyện Tiên Du
Đình làng Đình Bảng;Thị xã Từ Sơn
Chùa Bút Tháp;Huyện Thuận Thành
Lễ hội chùa Phật Tích;Huyện Tiên Du
Làng gốm Phù Lãng;Huyện Quế Võ
Đền Đô;Thị xã Từ Sơn
Chùa Vĩnh Tràng;Đồng Tháp
Chợ nổi Cái Bè;Đồng Tháp
Cù lao Thới Sơn;Đồng Tháp
Trại nuôi rắn Đồng Tâm;Đồng Tháp
Chùa Hang;Trà Vinh
Ao Bà Om;Trà Vinh
Chùa Âng;Trà Vinh
Chùa Nôdol;Trà Vinh
Khu nhà công tử Bạc Liêu;Bạc Liêu
Chùa Xiêm Cán;Bạc Liêu
Chùa Quan Đế;Bạc Liêu
Khu bảo tồn thiên nhiên vườn chim Bạc Liêu;Bạc Liêu
Thác Mơ;Tuyên Quang
Lán hang Bòng;Tuyên Quang
Cây đa Tân Trào;Tuyên Quang
Khu di tích lịch sử Tân Trào;Tuyên Quang
Vườn quốc gia Ba Bể;Bắc Kạn
Động Puông;Bắc Kạn
Thác Đầu Đẳng;Bắc Kạn
Cù Lao An Bình và Bình Hòa Phước;Vĩnh Long
Chùa Vĩnh Nghiêm;Bắc Ninh
Chùa Bổ Đà;Bắc Ninh
Khu du lịch Suối Mỡ;Bắc Ninh
Khu du lịch Khuôn Thần;Bắc Ninh
Đình Thổ Hà;Bắc Ninh
Rừng nguyên sinh Khe Rỗ;Bắc Ninh
Hồ Đại Lải;Vĩnh Phúc
Đình Lỗ Hạnh;Bắc Ninh
Khu danh thắng Tây Thiên;Vĩnh Phúc
Khu du lịch Tam Đảo;Vĩnh Phúc
Thiền viện Trúc Lâm Tây Thiên;Vĩnh Phúc
Tháp Bình Sơn;Vĩnh Phúc
Khu du lịch và sân golf Tam Đảo;Vĩnh Phúc
Chùa Hà Tiên;Vĩnh Phúc
Thành phố Vũng Tàu;Bà Rịa - Vũng Tàu
Bãi Dứa;Bà Rịa - Vũng Tàu
Công viên Hồ Tây;Thành phố Hà Nội
Thích ca Phật Đài;Bà Rịa - Vũng Tàu
Suối Tiên;Bà Rịa - Vũng Tàu
Ruộng bậc thang Mù Cang Chải;Lào Cai
Hồ Thác Bà;Lào Cai
Bãi tắm Long Hải;Bà Rịa - Vũng Tàu
Rừng tràm Trà Sư;Huyện Tịnh Biên
Cụm di tích núi Sam;Thành phố Châu Đốc
Núi Cấm;Huyện Tịnh Biên
Lễ hội miếu Bà Chúa Xứ;Thành phố Châu Đốc
Chùa Tây An;Thành phố Châu Đốc
Lăng Thoại Ngọc Hầu;Thành phố Châu Đốc
Núi Ba Thê;Huyện Thoại Sơn
Bia Thoại Sơn;Huyện Thoại Sơn
Khu di chỉ Óc Eo;Huyện Thoại Sơn
Khu du lịch núi Sập;Huyện Thoại Sơn
Nhà bảo tàng tỉnh An Giang;Thành phố Long Xuyên
Chùa Ông Bắc;Thành phố Long Xuyên
Khu di tích lịch sử Tức Dụp;Huyện Tri Tôn
Làng chài Hàm Ninh;An Giang
