name;province
Hợp tác xã Trà xanh Thái Nguyên;Thái Nguyên
Chợ Thái (Chợ Trung tâm);Thái Nguyên
Chợ Điện Biên;Thanh Hoá
Chợ Mới;Thanh Hoá
Chợ Cột Đỏ;Thanh Hoá
Chợ Chùa;Thanh Hoá
Trung tâm thương mại Vincom Trần Phú;Thanh Hoá
Chợ vườn Hoa;Thanh Hoá
Siêu thị Big C Thanh Hóa;Thanh Hoá
Siêu thị Co-opMart Thanh Hóa;Thanh Hoá
Chợ nổi Cái Răng;Thành phố Cần Thơ
Chợ đêm Tây Đô;Thành phố Cần Thơ
Chợ đêm Trần Phú;Thành phố Cần Thơ
Chợ đêm Ninh Kiều;Thành phố Cần Thơ
Trung tâm thương mại Cái Khế;Thành phố Cần Thơ
Shop tranh thêu Cần Thơ;Thành phố Cần Thơ
Trung tâm Thương mại Vincom Plaza Xuân Khánh;Thành phố Cần Thơ
Trung tâm thương mại Big C;Thành phố Cần Thơ
Cửa Hàng đặc sản Cần Thơ Huỳnh Thảo;Thành phố Cần Thơ
Trạm Dừng chân Cầu Cần Thơ;Thành phố Cần Thơ
Trung tâm thương mại Parkson Vĩnh Trung Plaza;Thành phố Đà Nẵng
Làng đá mỹ nghệ Non Nước;Thành phố Đà Nẵng
Chợ Xuân Khánh;Thành phố Cần Thơ
Nhà sách Fahasa;Thành phố Cần Thơ
Cửa hàng lưu niệm Cầu Vồng;Thành phố Cần Thơ
Cửa hàng đồ gỗ mỹ nghệ Sơn Đông;Thành phố Cần Thơ
Cửa hàng áo dài Nàng Bốn;Thành phố Cần Thơ
Trung tâm thương mại Sense City Cần Thơ;Thành phố Cần Thơ
Chợ cổ Cần Thơ;Thành phố Cần Thơ
Khu phức hợp Parasol Cần Thơ;Thành phố Cần Thơ
Chợ đêm Helio;Thành phố Đà Nẵng
Chợ Cồn;Thành phố Đà Nẵng
Cốm mộc Lê Gia;Thành phố Hà Nội
Siêu thị Coopmart Hà Đông;Thành phố Hà Nội
Chợ Hàn;Thành phố Đà Nẵng
Cửa hàng bánh trung thu Bảo Phương;Thành phố Hà Nội
Cửa hàng Gia Trịnh Bakery;Thành phố Hà Nội
Cửa Hàng Nếp Hương;Thành phố Hà Nội
Cửa hàng Ô mai Hồng Lam Hàng Đường;Thành phố Hà Nội
Cửa hàng Ô Mai Bà Thu;Thành phố Hà Nội
Cửa hàng Ô Mai Tiến Thịnh;Thành phố Hà Nội
Trung tâm Thương mại Vincom Đà Nẵng;Thành phố Đà Nẵng
Trung tâm thương mại Indochina Riverside;Thành phố Đà Nẵng
Siêu thị Big C;Thành phố Đà Nẵng
Siêu thị Co.opMart Đà Nẵng;Thành phố Đà Nẵng
Siêu thị Lotte Mart;Thành phố Đà Nẵng
Cửa hàng gỗ nghệ thuật Âu Lạc;Thành phố Đà Nẵng
Siêu thị đặc sản miền Trung Thiên Phú;Thành phố Đà Nẵng
Chợ đêm Sơn Trà;Thành phố Đà Nẵng
Cửa hàng Ô Mai Vạn Lợi;Thành phố Hà Nội
Cửa hàng Trà Sen Tây Hồ Minh Cường;Thành phố Hà Nội
Cửa hàng Yến Khánh Hòa;Thành phố Hà Nội
Cửa hàng Yến sào NUTRINEST;Thành phố Hà Nội
Cửa hàng Trà Lộc Tân Cương;Thành phố Hà Nội
Cửa hàng Yến Sào Việt Nam;Thành phố Hà Nội
Trung tâm thương mại Savico Megamall;Thành phố Hà Nội
Trung tâm thương mại The Garden;Thành phố Hà Nội
Trung tâm thương mại Tràng Tiền Plaza;Thành phố Hà Nội
Vincom Mega Mall - Time City;Thành phố Hà Nội
Vincom Mega Mall Ocean Park;Thành phố Hà Nội
Trung tâm thương mại Artemis;Thành phố Hà Nội
Cơ sở lụa tơ tằm Triệu Văn Mão;Thành phố Hà Nội
Công ty TNHH Thương mại và sản xuất Đông Hương;Thành phố Hà Nội
Công ty TNHH Thủ công Mỹ nghệ Hoa Lư;Thành phố Hà Nội
Công ty Cổ phần bảo tồn và phát triển du lịch Bát Tràng;Thành phố Hà Nội
Trung tâm thương mại Vincom Centre Phạm Ngọc Thạch;Thành phố Hà Nội
Trung tâm thương mại Tháp Vincom Bà Triệu;Thành phố Hà Nội
Trung tâm thương mại Lotte;Thành phố Hà Nội
Cửa hàng ô mai Thanh Hương;Thành phố Hà Nội
Trung tâm thương mại Vincom Centre Metropolis;Thành phố Hà Nội
Cơ sở Thúy An Silk;Thành phố Hà Nội
Trung tâm Thương mại Vincom Centre Trần Duy Hưng;Thành phố Hà Nội
Trung tâm Thương mại Vincom Long Biên;Thành phố Hà Nội
AEON MALL Long Biên;Thành phố Hà Nội
Cửa hàng Phương Linh Silk;Thành phố Hà Nội
Cửa hàng quần áo H2T;Thành phố Hà Nội
Cửa hàng Ô Mai Gia Thịnh;Thành phố Hà Nội
Siêu thị Seikamart;Thành phố Hà Nội
Siêu thị MM Mega market Thăng Long;Thành phố Hà Nội
Siêu thị Big C Thăng Long;Thành phố Hà Nội
Cửa hàng H’Elegant - Things of substance;Thành phố Hà Nội
Trung tâm thương mại Vincom Mega Mall - Royal City;Thành phố Hà Nội
Siêu thị Intimex Hàng Trống;Thành phố Hà Nội
Aeon Mall Hà Đông;Thành phố Hà Nội
Cửa hàng Tân Mỹ Design;Thành phố Hà Nội
Cửa hàng KANA;Thành phố Hà Nội
Cửa hàng Craft Link;Thành phố Hà Nội
Trung tâm thương mại Vincom Plaza Imperia Hải Phòng;Thành phố Hải Phòng
Trung tâm thương mại Vincom Plaza Lê Thánh Tông Hải Phòng;Thành phố Hải Phòng
Cửa hàng giới thiệu Nông - Đặc sản Hải Phòng;Thành phố Hải Phòng
Aeon Mall Lê Chân;Thành phố Hải Phòng
Siêu thị MM Mega Market Hải Phòng;Thành phố Hải Phòng
Siêu thị Big C Hải Phòng;Thành phố Hải Phòng
Chợ An Dương;Thành phố Hải Phòng
Bánh cốm làng vòng Bà Hoản;Thành phố Hà Nội
Siêu thị Coopmart Xa Lộ Hà Nội;Thành phố Hồ Chí Minh
Trung tâm thương mại Satra Phạm Hùng;Thành phố Hồ Chí Minh
Siêu thị Big c Gò Vấp;Thành phố Hồ Chí Minh
Siêu thị Sài Gòn;Thành phố Hồ Chí Minh
Siêu thị Vincom+ Sky Centre;Thành phố Hồ Chí Minh
Trung tâm thương mại Vincom Plaza Thủ Đức;Thành phố Hồ Chí Minh
Trung tâm thương mại Vincom Quang Trung;Thành phố Hồ Chí Minh
Cửa hàng Ô Mai Gia Lợi;Thành phố Hà Nội
Siêu thị Big C Hồ Gươm Plaza;Thành phố Hà Nội
Cửa hàng thời trang Việt Tiến;Thành phố Hồ Chí Minh
Cửa hàng thời trang Minh Thư;Thành phố Hồ Chí Minh
Cửa hàng thời trang J-P Fashion;Thành phố Hồ Chí Minh
Showroom Minh Long Tower;Thành phố Hồ Chí Minh
Cửa hàng Gốm sứ Minh Long I;Thành phố Hồ Chí Minh
Siêu thị Vincom+ Homyland;Thành phố Hồ Chí Minh
Trung tâm thương mại Vincom+ Nam Long;Thành phố Hồ Chí Minh
Cửa hàng Tranh gạo Quỳnh Vy;Thành phố Hồ Chí Minh
Cửa hàng Việt Nam Silver House;Thành phố Hồ Chí Minh
Siêu thị  Coopmart Lý Thường Kiệt;Thành phố Hồ Chí Minh
Cửa hàng vàng Kim Loan Tuấn;Thành phố Hồ Chí Minh
Cửa hàng vải thời trang Thái Tuấn;Thành phố Hồ Chí Minh
Trung tâm thương mại Vincom Plaza Saigonres;Thành phố Hồ Chí Minh
Trung tâm thương mại Vincom Plaza Ba tháng Hai;Thành phố Hồ Chí Minh
Trung tâm thương mại Vincom Mega Mall Thảo Điền;Thành phố Hồ Chí Minh
Trung tâm thương mại Vincom Lê Văn Việt Plaza;Thành phố Hồ Chí Minh
Trung tâm thương mại Vincom Landmark 81;Thành phố Hồ Chí Minh
Trung tâm thương mại Sasco Tân Sơn Nhất;Thành phố Hồ Chí Minh
Cửa hàng Thời trang Yame;Thành phố Hồ Chí Minh
Trung tâm thương mại Vincom Cộng hoà;Thành phố Hồ Chí Minh
Cửa hàng thêu tay Kim Phượng;Thành phố Hồ Chí Minh
Cửa hàng Ninh Khương;Thành phố Hồ Chí Minh
Cửa hàng Giày Việt Plaza;Thành phố Hồ Chí Minh
Cửa hàng Giày da Long Thành;Thành phố Hồ Chí Minh
Cửa hàng Đồ gỗ mỹ nghệ Lâm Phát;Thành phố Hồ Chí Minh
Cửa hàng Điện máy Hồng Lợi Nam;Thành phố Hồ Chí Minh
Trung tâm thương mại Vincom Center Đồng Khởi;Thành phố Hồ Chí Minh
Cửa hàng Yến sào Dạ Yến;Thành phố Hồ Chí Minh
Trung tâm thương mại Parkson Saigontourist;Thành phố Hồ Chí Minh
Cửa hàng thảm len Sài Gòn;Thành phố Hồ Chí Minh
Cửa hàng Bi Luxury;Thành phố Hồ Chí Minh
Cửa hàng thời trang Bambo;Thành phố Hồ Chí Minh
Siêu thị Big C An Lạc;Thành phố Hồ Chí Minh
Miss Áo Dài;Thành phố Hồ Chí Minh
Cửa hàng XQ Sài Gòn;Thành phố Hồ Chí Minh
Áo dài Liên Hương;Thành phố Hồ Chí Minh
Trung tâm thương mại Bitexco;Thành phố Hồ Chí Minh
Trung tâm thương mại Unionsquare;Thành phố Hồ Chí Minh
Trung tâm thương mại Diamond Plaza;Thành phố Hồ Chí Minh
Công ty TNHH B.A (BOUTIQUE ART);Thành phố Hồ Chí Minh
Cửa hàng bánh tét Cô Trơn;Trà Vinh
Chợ Trà Vinh;Trà Vinh
Cửa hàng thực phẩm Thủy Vân Trà Vinh;Trà Vinh
Bánh cung đình Nguyễn Triều;Thành phố Huế
Cửa Hàng Đặc Sản Cố Đô;Thành phố Huế
Cửa hàng đặc sản Cung đình Thiên Hương;Thành phố Huế
Chợ Đông Ba;Thành phố Huế
Cửa hàng đặc sản Huế - Tịnh Tâm Food;Thành phố Huế
Cửa hàng trà Cung Đình Huế - Đức Phượng;Thành phố Huế
Trung tâm thương mại Vincom Huế;Thành phố Huế
Hợp tác xã thêu Phú Hòa;Thành phố Huế
Xí nghiệp sản xuất Gốm cổ Huế;Thành phố Huế
Trung tâm thương mại Vincom Plaza Trà Vinh;Trà Vinh
Cửa hàng thời trang N2.Store;Trà Vinh
Cửa hàng chả hoa Năm Thụy;Trà Vinh
Cửa hàng quần áo nữ Mây Shop TV;Trà Vinh
Siêu thị Co.opmart Trà Vinh;Trà Vinh
Cửa hàng Trầm Hương Việt;Thành phố Hồ Chí Minh
Trung tam thương mại Gigamall;Thành phố Hồ Chí Minh
Trung tâm thương mại Crescent Mall;Thành phố Hồ Chí Minh
Cửa hàng mua sắm quà lưu niệm tại Khu du lịch Vinh Sang;Vĩnh Long
Phố đi bộ Vĩnh Long;Vĩnh Long
Vincom Plaza Vĩnh Long;Vĩnh Long
Chợ Mường Lò;Lào Cai
Trung tâm thương mại Vincom Plaza;Lào Cai
Siêu thị Bách hóa XANH 70 Hùng Vương;Trà Vinh
Siêu thị GO! Trà Vinh;Trà Vinh
Siêu thị Lý Hùng;Vĩnh Phúc
Siêu thị Lan Chi Mart Vĩnh Yên;Vĩnh Phúc
Siêu thị Coopmart Vĩnh Yên;Vĩnh Phúc
Siêu thị Big C Vĩnh Phúc;Vĩnh Phúc
Siêu thị Battrang Family Vĩnh Phúc;Vĩnh Phúc
Làng mộc Bích Chu;Vĩnh Phúc
Làng gốm Hương Canh;Vĩnh Phúc
Điểm dừng chân Tam Đảo;Vĩnh Phúc
Chợ Vĩnh Yên;Vĩnh Phúc
Chợ đêm Tam Đảo;Vĩnh Phúc
Cửa hàng thời trang Vascara;Vĩnh Long
Siêu thị Co.op Mart Vĩnh Long;Vĩnh Long
Cơ sở chè Suối Giàng Duy Thịnh;Lào Cai
Cửa hàng thời trang Zenda;Lào Cai
Trung tâm mua sắm Dũng Linh;Lào Cai
Siêu thị TDM;Vĩnh Long
Chợ Vĩnh Long;Vĩnh Long
HTX bánh tráng Cù Lao Mây;Vĩnh Long
Vĩnh Long Bưởi năm roi;Vĩnh Long
Vườn Thanh Trà Ông Hai;Vĩnh Long
Bánh ú Đa Lộc;Trà Vinh
Cơ sở sản xuất củ cải muối Chịt Sa;Trà Vinh
Cơ sở Thủy Tiên (Cô Tư Cúc);Trà Vinh
Cửa hàng bát tét Trà Cuôn;Trà Vinh
Doanh nghiệp Long Vinh;Trà Vinh
Dừa sáp Cầu Kè;Trà Vinh
Tôm khô Vinh Kim dì Hai Khâm;Trà Vinh
